LabID,Age,Error,Material,Taxa,d13C,Method,LocAccuracy,Period,SiteID,SiteName,Country,Province,Continent,Source,Reference,subregion,agg_n,x,y,Long,Lat
Beta-148406,3740,40,SEEDS,Chenopodium seeds,NA,AMS,1,NA,AA:12:111 (ASM),Las Capas,USA,Arizona,North America,UWyo2021,Whittlesey Hesse and Foster 2010 Recurrent Sedentism…,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
Beta-148407,2940,40,SEEDS,Zea mays charred,NA,AMS,1,NA,AA:12:111 (ASM),Las Capas,USA,Arizona,North America,UWyo2021,Whittlesey Hesse and Foster 2010 Recurrent Sedentism…,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
Beta-148408,3060,40,SEEDS,Zea mays kernel charred,-9.8,AMS,1,NA,AA:12:111 (ASM),Las Capas,USA,Arizona,North America,UWyo2021,Whittlesey Hesse and Foster 2010 Recurrent Sedentism…,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
Beta-148409,3670,40,SEEDS,Zea mays charred,-10.6,AMS,1,NA,AA:12:111 (ASM),Las Capas,USA,Arizona,North America,UWyo2021,Whittlesey Hesse and Foster 2010 Recurrent Sedentism…,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
Beta-148410,3240,40,SEEDS,Chenopodium (Goosefoot) seeds,NA,AMS,1,NA,AA:12:111 (ASM),Las Capas,USA,Arizona,North America,UWyo2021,Whittlesey Hesse and Foster 2010 Recurrent Sedentism…,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
Beta-148579,950,60,CHARCOAL,Prosopis,-24.4,RADIOMETRIC,1,NA,EE:9:175 (ASM),Aldea Inesperada,USA,Arizona,North America,UWyo2021,Kwiatkowski 2000 Arch Inves. At Aldea Inesperada,Desert,8,-110.84669414740307,31.526102020915356,NA,NA
Beta-148580,870,60,CHARCOAL,Prosopisà,-24.6,RADIOMETRIC,1,NA,EE:9:175 (ASM),Aldea Inesperada,USA,Arizona,North America,UWyo2021,Kwiatkowski 2000 Arch Inves. At Aldea Inesperada,Desert,8,-110.84669414740307,31.526102020915356,NA,NA
Beta-149025,1290,60,CHARCOAL,saltbush,NA,NA,1,NA,LA6169,NA,USA,New Mexico,North America,UWyo2021,Post and Chapman 2012,Plateau,49,-106.86624110179444,35.688728042728876,NA,NA
Beta-149026,1120,50,CHARCOAL,NA,NA,NA,1,NA,LA6170,NA,USA,New Mexico,North America,UWyo2021,Post and Chapman 2012,Plateau,49,-106.86624110179444,35.688728042728876,NA,NA
Beta-149027,1370,50,CHARCOAL,NA,NA,NA,1,NA,LA6170,NA,USA,New Mexico,North America,UWyo2021,Post and Chapman 2012,Plateau,49,-106.86624110179444,35.688728042728876,NA,NA
Beta-149028,1170,60,CHARCOAL,NA,NA,NA,1,NA,LA6170,NA,USA,New Mexico,North America,UWyo2021,Post and Chapman 2012,Plateau,49,-106.86624110179444,35.688728042728876,NA,NA
Beta-149237,880,100,SEEDS,Zea mays cob,-11.9,AMS,1,NA,LA2292,Pinnacle 2292,USA,New Mexico,North America,UWyo2021,Laumbach pers. Com. 2019 Cañada Alamosa project,Plateau,49,-106.9305417642159,34.00724320329648,NA,NA
Beta-149238,630,40,SEEDS,Zea mays cob,-10.4,AMS,1,NA,LA2292,Pinnacle 2292,USA,New Mexico,North America,UWyo2021,Laumbach pers. Com. 2019 Cañada Alamosa project,Plateau,49,-106.9305417642159,34.00724320329648,NA,NA
Beta-149338,1230,110,CHARCOAL,NA,-25,RADIOMETRICPLUS,1,NA,AA:12:111 (ASM),Las Capas,USA,Arizona,North America,UWyo2021,Whittlesey Hesse and Foster 2010 Recurrent Sedentism…,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
Beta-149342,1210,40,CHARCOAL,NA,-9.5,NA,1,NA,LA67451,NA,USA,New Mexico,North America,UWyo2021,Elyea and Doleman 2002 (DOT),Plateau,49,-106.9305417642159,34.00724320329648,NA,NA
Beta-149343,310,40,CHARCOAL,NA,-23.7,NA,1,NA,LA67451,NA,USA,New Mexico,North America,UWyo2021,Elyea and Doleman 2002 (DOT),Plateau,49,-106.9305417642159,34.00724320329648,NA,NA
Beta-149344,930,40,CHARCOAL,NA,-12.1,NA,1,NA,LA126619,NA,USA,New Mexico,North America,UWyo2021,Elyea and Doleman 2002 (DOT),Plateau,49,-106.9305417642159,34.00724320329648,NA,NA
Beta-149345,1330,40,CHARCOAL,NA,-11.1,NA,1,NA,LA126619,NA,USA,New Mexico,North America,UWyo2021,Elyea and Doleman 2002 (DOT),Plateau,49,-106.9305417642159,34.00724320329648,NA,NA
Beta-149346,850,40,CHARCOAL,NA,-18.3,NA,1,NA,LA126619,NA,USA,New Mexico,North America,UWyo2021,Elyea and Doleman 2002 (DOT),Plateau,49,-106.9305417642159,34.00724320329648,NA,NA
Beta-149347,1180,50,CHARCOAL,NA,-12.9,NA,1,NA,LA126619,NA,USA,New Mexico,North America,UWyo2021,Elyea and Doleman 2002 (DOT),Plateau,49,-106.9305417642159,34.00724320329648,NA,NA
Beta-149348,1100,40,CHARCOAL,NA,-23,NA,1,NA,LA126619,NA,USA,New Mexico,North America,UWyo2021,Elyea and Doleman 2002 (DOT),Plateau,49,-106.9305417642159,34.00724320329648,NA,NA
Beta-149349,1270,40,CHARCOAL,NA,-10.7,NA,1,NA,LA126619,NA,USA,New Mexico,North America,UWyo2021,Elyea and Doleman 2002 (DOT),Plateau,49,-106.9305417642159,34.00724320329648,NA,NA
Beta-149350,1270,40,CHARCOAL,NA,-24.9,NA,1,NA,LA126619,NA,USA,New Mexico,North America,UWyo2021,Elyea and Doleman 2002 (DOT),Plateau,49,-106.9305417642159,34.00724320329648,NA,NA
Beta-150668,450,70,OTHER,grass,-21.5,NA,1,NA,42KA5628,NA,USA,Utah,North America,UWyo2021,NA,Plateau,49,-111.88792356707897,37.28524786798782,NA,NA
Beta-150669,960,70,SEEDS,Zea mays cob,-10.8,NA,1,NA,42KA5628,NA,USA,Utah,North America,UWyo2021,NA,Plateau,49,-111.88792356707897,37.28524786798782,NA,NA
Beta-150670,1110,80,SEEDS,Zea mays cob,-10.6,NA,1,NA,42KA5609,NA,USA,Utah,North America,UWyo2021,NA,Plateau,49,-111.88792356707897,37.28524786798782,NA,NA
Beta-150671,1290,60,SEEDS,Zea mays cob,-10.4,NA,1,NA,42KA1695,NA,USA,Utah,North America,UWyo2021,NA,Plateau,49,-111.88792356707897,37.28524786798782,NA,NA
Beta-152508,3000,40,SEEDS,Chenopodium,NA,NA,1,NA,AA:12:111 (ASM),Las Capas,USA,Arizona,North America,UWyo2021,Whittlesey Hesse and Foster 2010 Recurrent Sedentism…,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
Beta-152519,310,40,LEATHER,Animal Hide Headdress,-20,AMS,1,NA,42WNE,CARE 79.1,USA,Utah,North America,UWyo2021,Janetski et al. 2005:234,Plateau,49,-110.90384285892064,38.324485726217944,NA,NA
Beta-152520,1010,40,LEATHER,Animal Hide-Bandolier,-19.7,AMS,1,NA,42WNB,CARE 146.1,USA,Utah,North America,UWyo2021,Janetski et al. 2005:234,Plateau,49,-110.90384285892064,38.324485726217944,NA,NA
Beta-152521,920,40,LEATHER,Animal Hide-Moccasin,-20,AMS,1,NA,42WNA,CARE 193.1,USA,Utah,North America,UWyo2021,Janetski et al. 2005:234,Plateau,49,-110.90384285892064,38.324485726217944,NA,NA
Beta-152522,200,40,TEXTILE,Winnowing Tray,-22.2,AMS,1,NA,42WND,CARE 216.1,USA,Utah,North America,UWyo2021,Janetski et al. 2005:234,Plateau,49,-110.90384285892064,38.324485726217944,NA,NA
Beta-153223,1200,50,SEEDS,Juniper seed,NA,NA,1,NA,O:12:25(ASM)/04-743,McGoonie Site,USA,Arizona,North America,UWyo2021,NA,Plateau,49,-111.77064041374653,35.8387944611213,NA,NA
Beta-153224,230,40,OTHER,unknown annual,NA,AMS,1,NA,O:12:25(ASM)/04-743,McGoonie Site,USA,Arizona,North America,UWyo2021,Herr and Whitney 2014 Their Own Road: Arch Inves. Along Satte Route 260,Plateau,49,-111.77064041374653,35.8387944611213,NA,NA
Beta-153225,850,40,SEEDS,Juniper seed,NA,AMS,1,NA,P:9:26/04-1394,Prayer Site,USA,Arizona,North America,UWyo2021,Herr and Whitney 2014 Their Own Road: Arch Inves. Along Satte Route 260,Plateau,49,-110.32161298505353,35.39973352747191,NA,NA
Beta-153227,1170,60,SEEDS,Black walnut,NA,AMS,1,NA,O:12:38/04-1372,Haught Ranch,USA,Arizona,North America,UWyo2021,NA,Plateau,49,-111.77064041374653,35.8387944611213,NA,NA
Beta-153228,1360,40,UNKNOWN,NA,NA,AMS,1,NA,O:12:38/04-1372,Haught Ranch,USA,Arizona,North America,UWyo2021,NA,Plateau,49,-111.77064041374653,35.8387944611213,NA,NA
Beta-153229,1480,40,SEEDS,Juniper seed,NA,AMS,1,NA,O:12:38/04-1372,Haught Ranch,USA,Arizona,North America,UWyo2021,NA,Plateau,49,-111.77064041374653,35.8387944611213,NA,NA
Beta-15331,1510,140,CHARCOAL,NA,-25,NA,1,NA,5LP1100,NA,USA,Colorado,North America,UWyo2021,FULLER 1988,Plateau,49,-107.84335694658702,37.286728000733135,NA,NA
Beta-153463,2520,60,CHARCOAL,NA,-20.8,NA,1,NA,LA72826,NA,USA,New Mexico,North America,UWyo2021,Proper 2005:111; Appendix G,Plateau,49,-106.69338094603731,36.50968621792205,NA,NA
Beta-153468,2540,40,CHARCOAL,NA,-20.9,NA,1,NA,LA122034,NA,USA,New Mexico,North America,UWyo2021,Proper 2005:111; Appendix G,Plateau,49,-108.32096386954146,36.50860350470959,NA,NA
Beta-153469,2440,110,CHARCOAL,NA,-20.3,NA,1,NA,LA122034,NA,USA,New Mexico,North America,UWyo2021,Proper 2005:111; Appendix G,Plateau,49,-108.32096386954146,36.50860350470959,NA,NA
Beta-153470,2030,110,CHARCOAL,NA,-22.4,NA,1,NA,LA122034,NA,USA,New Mexico,North America,UWyo2021,Proper 2005:111; Appendix G,Plateau,49,-108.32096386954146,36.50860350470959,NA,NA
Beta-153471,2030,40,SEEDS,juniperus berries,-20.1,NA,1,NA,LA122034,NA,USA,New Mexico,North America,UWyo2021,Proper 2005:111; Appendix G,Plateau,49,-108.32096386954146,36.50860350470959,NA,NA
Beta-153472,1940,40,SEEDS,Zea mays Charred,-9.9,NA,1,NA,LA122034,NA,USA,New Mexico,North America,UWyo2021,Proper 2005:111; Appendix G,Plateau,49,-108.32096386954146,36.50860350470959,NA,NA
Beta-153473,2240,60,CHARCOAL,NA,-21.9,NA,1,NA,LA122034,NA,USA,New Mexico,North America,UWyo2021,Proper 2005:111; Appendix G,Plateau,49,-108.32096386954146,36.50860350470959,NA,NA
Beta-153474,2000,40,CHARCOAL,NA,-21.9,NA,1,NA,LA122034,NA,USA,New Mexico,North America,UWyo2021,Proper 2005:111; Appendix G,Plateau,49,-108.32096386954146,36.50860350470959,NA,NA
Beta-153475,1870,40,SEEDS,Zea mays Charred,-11.7,NA,1,NA,LA122034,NA,USA,New Mexico,North America,UWyo2021,Proper 2005:111; Appendix G,Plateau,49,-108.32096386954146,36.50860350470959,NA,NA
Beta-153476,2000,40,SEEDS,Zea mays Charred,-9.9,NA,1,NA,LA122034,NA,USA,New Mexico,North America,UWyo2021,Proper 2005:111; Appendix G,Plateau,49,-108.32096386954146,36.50860350470959,NA,NA
Beta-153477,2300,80,CHARCOAL,NA,-22.9,NA,1,NA,LA122034,NA,USA,New Mexico,North America,UWyo2021,Proper 2005:111; Appendix G,Plateau,49,-108.32096386954146,36.50860350470959,NA,NA
Beta-153921,5410,80,SEDIMENT,Bulk Soils,NA,NA,1,NA,42DA392,NA,USA,Utah,North America,UWyo2021,Eckman et al. 2003,Plateau,49,-109.50789238437987,40.88732746146979,NA,NA
Beta-154190,930,40,OTHER,unknown annual,NA,AMS,1,NA,P:9:39 (ASM)/04-379,Chiseler Hill,USA,Arizona,North America,UWyo2021,Herr and Whitney 2014 Their Own Road: Arch Inves. Along Satte Route 260,Plateau,49,-110.32161298505353,35.39973352747191,NA,NA
Beta-154227,1040,40,WOOD,Cradle Board,-21.9,AMS,1,NA,42WNC,CARE 192.1,USA,Utah,North America,UWyo2021,Janetski et al. 2005:234,Plateau,49,-110.90384285892064,38.324485726217944,NA,NA
Beta-154332,890,40,SEEDS,Zea mays charred,-11,AMS,1,NA,U:3:405 (ASM),Vegas Ruin,USA,Arizona,North America,UWyo2021,Ciolek-Torrello et al. 2010 The State Route 188-Cottonwood Creek Project,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
Beta-154334,830,40,SEEDS,Zea mays charred,-11.5,AMS,1,NA,U:3:410 (ASM),Crane,USA,Arizona,North America,UWyo2021,Ciolek-Torrello et al. 2010 The State Route 188-Cottonwood Creek Project,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
Beta-154335,1040,40,SEEDS,Phaseolus beans charred,-24.7,AMS,1,NA,U:3:407 (ASM),Rock Jaw,USA,Arizona,North America,UWyo2021,Ciolek-Torrello et al. 2010 The State Route 188-Cottonwood Creek Project,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
Beta-154336,740,40,CHARCOAL,cotton,-24.7,AMS,1,NA,U:3:405 (ASM),Vegas Ruin,USA,Arizona,North America,UWyo2021,Ciolek-Torrello et al. 2010 The State Route 188-Cottonwood Creek Project,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
Beta-154337,1000,40,CHARCOAL,Phragmites reed fragment,-24.7,AMS,1,NA,U:3:407 (ASM),Rock Jaw,USA,Arizona,North America,UWyo2021,Ciolek-Torrello et al. 2010 The State Route 188-Cottonwood Creek Project,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
Beta-154338,890,40,SEEDS,Zea mays charred,-11.5,AMS,1,NA,U:3:405 (ASM),Vegas Ruin,USA,Arizona,North America,UWyo2021,Ciolek-Torrello et al. 2010 The State Route 188-Cottonwood Creek Project,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
Beta-154339,770,40,CHARCOAL,cotton,-26,AMS,1,NA,U:3:405 (ASM),Vegas Ruin,USA,Arizona,North America,UWyo2021,Ciolek-Torrello et al. 2010 The State Route 188-Cottonwood Creek Project,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
Beta-154446,1090,40,SEEDS,Zea mays charred,NA,AMS,1,NA,P:9:26/04-1394,Prayer Site,USA,Arizona,North America,UWyo2021,Herr and Whitney 2014 Their Own Road: Arch Inves. Along Satte Route 260,Plateau,49,-110.32161298505353,35.39973352747191,NA,NA
Beta-154654,860,60,CHARCOAL,NA,-24.7,NA,1,NA,42WN2377,NA,USA,Utah,North America,UWyo2021,NA,Plateau,49,-110.90384285892064,38.324485726217944,NA,NA
Beta-154655,950,50,CHARCOAL,NA,-22.3,NA,1,NA,42WN2377,NA,USA,Utah,North America,UWyo2021,NA,Plateau,49,-110.90384285892064,38.324485726217944,NA,NA
Beta-154656,1320,60,CHARCOAL,NA,NA,NA,1,NA,42WN2398,NA,USA,Utah,North America,UWyo2021,Boomgarden 2009 Grumpy George report,Plateau,49,-110.90384285892064,38.324485726217944,NA,NA
Beta-154657,1750,70,CHARCOAL,NA,-21,NA,1,NA,42WN2400,NA,USA,Utah,North America,UWyo2021,NA,Plateau,49,-110.90384285892064,38.324485726217944,NA,NA
Beta-154658,1500,40,SEEDS,Zea mays charred,-11.7,NA,1,NA,42WN2400,NA,USA,Utah,North America,UWyo2021,NA,Plateau,49,-110.90384285892064,38.324485726217944,NA,NA
Beta-154669,2380,40,UNKNOWN,NA,NA,NA,1,NA,AA:12:374,NA,USA,Arizona,North America,UWyo2021,NA,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
Beta-155124,210,60,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,T:12:151 (ASM),NA,USA,Arizona,North America,UWyo2021,NA,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
Beta-155367,2200,40,SEEDS,Zea mays cupules charred,-10.4,NA,1,NA,BB:13:17 (ASM),Julian Wash,USA,Arizona,North America,UWyo2021,NA,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
Beta-155368,2290,40,SEEDS,Zea mays cupules charred,-10.2,NA,1,NA,BB:13:17 (ASM),Julian Wash,USA,Arizona,North America,UWyo2021,NA,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
Beta-155369,2200,40,SEEDS,Zea mays charred,-24,NA,1,NA,BB:13:17 (ASM),Julian Wash,USA,Arizona,North America,UWyo2021,NA,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
Beta-155370,2230,40,CHARCOAL,reed,-24.6,NA,1,NA,BB:13:17 (ASM),Julian Wash,USA,Arizona,North America,UWyo2021,NA,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
Beta-155371,1530,40,CHARCOAL,Phragmites sp.,-25.2,NA,1,NA,BB:13:17 (ASM),Julian Wash,USA,Arizona,North America,UWyo2021,NA,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
Beta-155396,940,140,CHARCOAL,NA,-25,NA,1,NA,5MT12069,NA,USA,Colorado,North America,UWyo2021,HARDEN 2001,Plateau,49,-108.59671849600691,37.338643206317514,NA,NA
Beta-155397,820,70,CHARCOAL,NA,-25,NA,1,NA,5MT12069,NA,USA,Colorado,North America,UWyo2021,HARDEN 2001,Plateau,49,-108.59671849600691,37.338643206317514,NA,NA
Beta-155398,960,40,CHARCOAL,NA,-21.9,NA,1,NA,5MT12069,NA,USA,Colorado,North America,UWyo2021,HARDEN 2001,Plateau,49,-108.59671849600691,37.338643206317514,NA,NA
Beta-155399,2550,40,CHARCOAL,NA,-21.3,AMS,1,NA,5MT12069,NA,USA,Colorado,North America,UWyo2021,HARDEN 2001,Plateau,49,-108.59671849600691,37.338643206317514,NA,NA
Beta-155678,1030,40,BONE,collagen,-20.3,NA,1,NA,42KA1323,Tibbet Cave,USA,Utah,North America,UWyo2021,NA,Plateau,49,-111.88792356707897,37.28524786798782,NA,NA
Beta-155679,860,40,WOOD,reed arrow shaft,-24.8,NA,1,NA,42KA4794,Rose Shelter,USA,Utah,North America,UWyo2021,Geib et al. 2001,Plateau,49,-111.88792356707897,37.28524786798782,NA,NA
Beta-156067/CAMS,2090,40,SEEDS,Zea mays portion of a 14 row cob,-11,AMS,1,NA,J:3:8,Kin Kahuna,USA,Arizona,North America,UWyo2021,NA,Plateau,49,-110.32161298505353,35.39973352747191,NA,NA
Beta-156067/ETH,2180,50,SEEDS,Zea mays portion of a 14 row cob,-12.8,AMS,1,NA,J:3:8,Kin Kahuna,USA,Arizona,North America,UWyo2021,NA,Plateau,49,-110.32161298505353,35.39973352747191,NA,NA
Beta-156067/VERA,2110,40,SEEDS,Zea mays portion of a 14 row cob,-10.1,AMS,1,NA,J:3:8,Kin Kahuna,USA,Arizona,North America,UWyo2021,NA,Plateau,49,-110.32161298505353,35.39973352747191,NA,NA
Beta-156068/CAMS,2120,40,SEEDS,Zea mays,-11.4,AMS,1,NA,J:14:23,Holahei Scatter,USA,Arizona,North America,UWyo2021,NA,Plateau,49,-110.32161298505353,35.39973352747191,NA,NA
Beta-156068/ETH,2100,50,SEEDS,Zea mays,-12.2,AMS,1,NA,J:14:23,Holahei Scatter,USA,Arizona,North America,UWyo2021,NA,Plateau,49,-110.32161298505353,35.39973352747191,NA,NA
Beta-156068/VERA,2100,40,SEEDS,Zea mays,-12.1,AMS,1,NA,J:14:23,Holahei Scatter,USA,Arizona,North America,UWyo2021,NA,Plateau,49,-110.32161298505353,35.39973352747191,NA,NA
Beta-156358,820,80,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,T:12:151 (ASM),NA,USA,Arizona,North America,UWyo2021,NA,Desert,8,-112.49144893109376,33.34890328176403,NA,NA
Beta-156784,1660,40,SEEDS,juniper,NA,AMS,1,NA,O:12:73 (ASM),Tangleroot,USA,Arizona,North America,UWyo2021,Herr and Whitney 2014 Their Own Road: Arch Inves. Along Satte Route 260,Plateau,49,-111.77064041374653,35.8387944611213,NA,NA
Beta-156785,2510,60,CHARCOAL,Juniper seed,NA,AMS,1,NA,O:12:75 (ASM)/04-1417,Camp Geronimo,USA,Arizona,North America,UWyo2021,NA,Plateau,49,-111.77064041374653,35.8387944611213,NA,NA
Beta-157018,3800,40,CHARCOAL,Juniper charcoal,-25,NA,1,NA,BB:13:6 (ASM),Clearwater,USA,Arizona,North America,UWyo2021,Mabry 2006,Desert,8,-111.79020969076154,32.09745033283395,NA,NA
Beta-157026,2110,60,CHARCOAL,NA,-25,NA,1,NA,LA72759,NA,USA,New Mexico,North America,UWyo2021,Roebuck n.d.:168 Appendix A,Plateau,49,-108.32096386954146,36.50860350470959,NA,NA
Beta-157027,2380,60,CHARCOAL,NA,-25,NA,1,NA,LA72759,NA,USA,New Mexico,North America,UWyo2021,Roebuck n.d.:168 Appendix A,Plateau,49,-108.32096386954146,36.50860350470959,NA,NA
Beta-157028,2120,50,CHARCOAL,NA,-25,NA,1,NA,LA72759,NA,USA,New Mexico,North America,UWyo2021,Roebuck n.d.:168 Appendix A,Plateau,49,-108.32096386954146,36.50860350470959,NA,NA
Beta-157029,2310,60,CHARCOAL,NA,-25,NA,1,NA,LA72759,NA,USA,New Mexico,North America,UWyo2021,Roebuck n.d.:168 Appendix A,Plateau,49,-108.32096386954146,36.50860350470959,NA,NA
Beta-157030,2120,40,CHARCOAL,NA,-25,NA,1,NA,LA72759,NA,USA,New Mexico,North America,UWyo2021,Roebuck n.d.:168 Appendix A,Plateau,49,-108.32096386954146,36.50860350470959,NA,NA
Beta-157031,2070,40,SEEDS,NA,-10.4,NA,1,NA,LA72759,NA,USA,New Mexico,North America,UWyo2021,Roebuck n.d.:168 Appendix A,Plateau,49,-108.32096386954146,36.50860350470959,NA,NA
Beta-157032,2250,50,CHARCOAL,NA,-25,NA,1,NA,LA72759,NA,USA,New Mexico,North America,UWyo2021,Roebuck n.d.:168 Appendix A,Plateau,49,-108.32096386954146,36.50860350470959,NA,NA
Beta-157033,1950,100,CHARCOAL,NA,-25,NA,1,NA,LA72759,NA,USA,New Mexico,North America,UWyo2021,Roebuck n.d.:168 Appendix A,Plateau,49,-108.32096386954146,36.50860350470959,NA,NA
Beta-157035,2130,40,OTHER,Plant material,-14.2,NA,1,NA,LA72759,NA,USA,New Mexico,North America,UWyo2021,Roebuck n.d.:168 Appendix A,Plateau,49,-108.32096386954146,36.50860350470959,NA,NA
Beta-157036,2070,40,OTHER,Plant material,-9.3,NA,1,NA,LA72759,NA,USA,New Mexico,North America,UWyo2021,Roebuck n.d.:168 Appendix A,Plateau,49,-108.32096386954146,36.50860350470959,NA,NA
Beta-157037,2210,60,CHARCOAL,NA,-25,NA,1,NA,LA72759,NA,USA,New Mexico,North America,UWyo2021,Roebuck n.d.:168 Appendix A,Plateau,49,-108.32096386954146,36.50860350470959,NA,NA
Beta-157038,2070,40,OTHER,Plant material,-9.3,NA,1,NA,LA72759,NA,USA,New Mexico,North America,UWyo2021,Roebuck n.d.:168 Appendix A,Plateau,49,-108.32096386954146,36.50860350470959,NA,NA
Beta-157843,1390,40,BONE,collagen,NA,NA,1,NA,42KA2780,NA,USA,Utah,North America,UWyo2021,NA,Plateau,49,-111.88792356707897,37.28524786798782,NA,NA
Beta-157844,1170,40,BONE,Turkey Bone collagen,NA,NA,1,NA,42KA1969,Kanab Site,USA,Utah,North America,UWyo2021,NA,Plateau,49,-111.88792356707897,37.28524786798782,NA,NA
Beta-157845,1220,40,BONE,artiodactyl collagen,NA,NA,1,NA,42KA1969,Kanab Site,USA,Utah,North America,UWyo2021,NA,Plateau,49,-111.88792356707897,37.28524786798782,NA,NA
Beta-158087,2040,40,CHARCOAL,NA,-22.9,AMS,1,NA,J:2:55,Bonsai Bivouac,USA,Arizona,North America,UWyo2021,Geib 2014,Plateau,49,-110.32161298505353,35.39973352747191,NA,NA
Beta-158088,4450,40,CHARCOAL,NA,-23.6,AMS,1,NA,J:2:55,Bonsai Bivouac,USA,Arizona,North America,UWyo2021,Geib 2014,Plateau,49,-110.32161298505353,35.39973352747191,NA,NA
Beta-158089,1960,40,WOOD,Pinyon bark,-22.8,AMS,1,NA,J:14:21,Ditch House,USA,Arizona,North America,UWyo2021,NA,Plateau,49,-110.32161298505353,35.39973352747191,NA,NA
Beta-158090,2150,40,WOOD,Pinyon bark,-21.9,AMS,1,NA,J:14:36,Blake's Abode,USA,Arizona,North America,UWyo2021,NA,Plateau,49,-110.32161298505353,35.39973352747191,NA,NA
Beta-158091,2150,40,WOOD,Pinyon bark,-21.4,AMS,1,NA,J:14:36,Blake's Abode,USA,Arizona,North America,UWyo2021,NA,Plateau,49,-110.32161298505353,35.39973352747191,NA,NA
Beta-158092,1730,40,SEEDS,Zea mays cupules,-11.7,AMS,1,NA,J:14:38,Mountainview,USA,Arizona,North America,UWyo2021,NA,Plateau,49,-110.32161298505353,35.39973352747191,NA,NA
Beta-158093,1700,40,SEEDS,Zea mays cupules,-11.1,AMS,1,NA,J:14:38,Mountainview,USA,Arizona,North America,UWyo2021,NA,Plateau,49,-110.32161298505353,35.39973352747191,NA,NA
Beta-158094,1830,40,SEEDS,Zea mays cupules,-11,AMS,1,NA,J:14:38,Mountainview,USA,Arizona,North America,UWyo2021,NA,Plateau,49,-110.32161298505353,35.39973352747191,NA,NA
